liga,temporada,equipo,sector,passes,avg_dist,completion
England_Premier_League,2025-2026,Burnley FC,12,1006,16.29,87.5
England_Premier_League,2025-2026,Burnley FC,13,1024,17.99,78.3
England_Premier_League,2025-2026,Burnley FC,14,899,20.6,63.6
England_Premier_League,2025-2026,Burnley FC,15,1135,22.44,53.7
England_Premier_League,2025-2026,Crystal Palace FC,0,1391,23.74,50.6
England_Premier_League,2025-2026,Crystal Palace FC,1,1060,18.85,68.4
England_Premier_League,2025-2026,Crystal Palace FC,2,1075,18.2,77.9
England_Premier_League,2025-2026,Crystal Palace FC,3,1137,17.94,84.3
England_Premier_League,2025-2026,Crystal Palace FC,4,941,15.76,91.7
England_Premier_League,2025-2026,Crystal Palace FC,5,598,15.38,95.7
England_Premier_League,2025-2026,Crystal Palace FC,6,465,15.58,94.8
England_Premier_League,2025-2026,Crystal Palace FC,7,456,15.13,95.8
England_Premier_League,2025-2026,Crystal Palace FC,8,458,14.12,95.0
England_Premier_League,2025-2026,Crystal Palace FC,9,553,15.41,94.4
England_Premier_League,2025-2026,Crystal Palace FC,10,611,14.91,94.6
England_Premier_League,2025-2026,Crystal Palace FC,11,922,16.13,89.9
England_Premier_League,2025-2026,Crystal Palace FC,12,1045,17.48,84.9
England_Premier_League,2025-2026,Crystal Palace FC,13,1098,19.21,77.8
England_Premier_League,2025-2026,Crystal Palace FC,14,1019,19.56,67.2
England_Premier_League,2025-2026,Crystal Palace FC,15,1272,24.71,49.8
England_Premier_League,2025-2026,Brentford FC,0,1408,23.4,52.8
England_Premier_League,2025-2026,Brentford FC,1,1030,19.2,69.9
England_Premier_League,2025-2026,Brentford FC,2,1087,18.33,79.2
England_Premier_League,2025-2026,Brentford FC,3,1048,17.69,81.9
England_Premier_League,2025-2026,Brentford FC,4,835,15.51,89.6
England_Premier_League,2025-2026,Brentford FC,5,701,15.11,95.7
England_Premier_League,2025-2026,Brentford FC,6,591,14.5,95.6
England_Premier_League,2025-2026,Brentford FC,7,534,13.14,93.3
England_Premier_League,2025-2026,Brentford FC,8,541,13.03,93.3
England_Premier_League,2025-2026,Brentford FC,9,576,14.35,95.8
England_Premier_League,2025-2026,Brentford FC,10,641,14.86,95.8
England_Premier_League,2025-2026,Brentford FC,11,768,15.98,88.5
England_Premier_League,2025-2026,Brentford FC,12,1034,17.27,84.9
England_Premier_League,2025-2026,Brentford FC,13,1018,19.12,79.8
England_Premier_League,2025-2026,Brentford FC,14,1022,20.38,67.1
England_Premier_League,2025-2026,Brentford FC,15,1364,23.89,54.4
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,0,1288,23.02,55.7
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,1,986,19.35,68.3
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,2,1090,17.77,79.6
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,3,953,17.67,82.7
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,4,833,15.03,89.8
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,5,593,14.78,93.9
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,6,525,14.62,94.9
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,7,526,14.03,94.1
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,8,578,14.5,93.8
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,9,574,14.78,95.3
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,10,619,15.22,95.0
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,11,792,16.04,89.6
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,12,948,16.58,82.9
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,13,943,18.94,80.1
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,14,846,20.29,69.1
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,15,1179,24.93,53.5
England_Premier_League,2025-2026,Fulham FC,0,1432,20.35,61.2
England_Premier_League,2025-2026,Fulham FC,1,1240,20.04,74.8
England_Premier_League,2025-2026,Fulham FC,2,1452,18.55,85.7
England_Premier_League,2025-2026,Fulham FC,3,1315,17.26,89.6
England_Premier_League,2025-2026,Fulham FC,4,1008,15.91,92.0
England_Premier_League,2025-2026,Fulham FC,5,786,15.18,93.8
England_Premier_League,2025-2026,Fulham FC,6,634,15.08,96.2
England_Premier_League,2025-2026,Fulham FC,7,614,13.75,93.6
England_Premier_League,2025-2026,Fulham FC,8,702,14.37,95.4
England_Premier_League,2025-2026,Fulham FC,9,733,15.19,97.0
England_Premier_League,2025-2026,Fulham FC,10,792,15.08,94.2
England_Premier_League,2025-2026,Fulham FC,11,1033,16.4,87.3
England_Premier_League,2025-2026,Fulham FC,12,1403,16.99,84.7
England_Premier_League,2025-2026,Fulham FC,13,1326,17.24,83.2
England_Premier_League,2025-2026,Fulham FC,14,1146,18.73,70.4
England_Premier_League,2025-2026,Fulham FC,15,1244,21.69,61.0
England_Premier_League,2025-2026,Aston Villa FC,0,1415,22.7,63.1
England_Premier_League,2025-2026,Aston Villa FC,1,1153,19.13,75.7
England_Premier_League,2025-2026,Aston Villa FC,2,1257,17.3,86.8
England_Premier_League,2025-2026,Aston Villa FC,3,1248,17.03,86.2
England_Premier_League,2025-2026,Aston Villa FC,4,1020,15.28,89.0
England_Premier_League,2025-2026,Aston Villa FC,5,828,15.38,96.4
England_Premier_League,2025-2026,Aston Villa FC,6,720,14.16,95.4
England_Premier_League,2025-2026,Aston Villa FC,7,603,13.17,93.7
England_Premier_League,2025-2026,Aston Villa FC,8,519,13.66,94.4
England_Premier_League,2025-2026,Aston Villa FC,9,631,14.11,95.4
England_Premier_League,2025-2026,Aston Villa FC,10,787,14.25,95.0
England_Premier_League,2025-2026,Aston Villa FC,11,1108,16.1,91.0
England_Premier_League,2025-2026,Aston Villa FC,12,1387,16.76,87.0
England_Premier_League,2025-2026,Aston Villa FC,13,1180,17.0,86.4
England_Premier_League,2025-2026,Aston Villa FC,14,1104,17.79,78.6
England_Premier_League,2025-2026,Aston Villa FC,15,1347,21.63,63.2
England_Premier_League,2025-2026,Liverpool FC,0,1610,20.67,62.0
England_Premier_League,2025-2026,Liverpool FC,1,1563,18.97,78.2
England_Premier_League,2025-2026,Liverpool FC,2,1627,17.12,84.2
England_Premier_League,2025-2026,Liverpool FC,3,1588,16.19,86.9
England_Premier_League,2025-2026,Liverpool FC,4,1259,15.09,90.5
England_Premier_League,2025-2026,Liverpool FC,5,966,14.29,94.9
England_Premier_League,2025-2026,Liverpool FC,6,827,14.97,97.1
England_Premier_League,2025-2026,Liverpool FC,7,628,13.81,96.0
England_Premier_League,2025-2026,Liverpool FC,8,649,12.73,96.1
England_Premier_League,2025-2026,Liverpool FC,9,798,13.9,98.1
England_Premier_League,2025-2026,Liverpool FC,10,1032,13.7,96.1
England_Premier_League,2025-2026,Liverpool FC,11,1172,15.7,92.0
England_Premier_League,2025-2026,Liverpool FC,12,1518,16.47,87.9
England_Premier_League,2025-2026,Liverpool FC,13,1531,17.77,83.7
England_Premier_League,2025-2026,Liverpool FC,14,1372,18.69,76.2
England_Premier_League,2025-2026,Liverpool FC,15,1509,20.43,64.4
England_Premier_League,2025-2026,AFC Bournemouth,0,1487,23.23,53.9
England_Premier_League,2025-2026,AFC Bournemouth,1,1115,20.23,69.5
England_Premier_League,2025-2026,AFC Bournemouth,2,1058,18.22,81.4
England_Premier_League,2025-2026,AFC Bournemouth,3,1118,18.0,85.2
England_Premier_League,2025-2026,AFC Bournemouth,4,831,16.37,89.5
England_Premier_League,2025-2026,AFC Bournemouth,5,606,15.31,94.7
England_Premier_League,2025-2026,AFC Bournemouth,6,580,14.97,97.1
England_Premier_League,2025-2026,AFC Bournemouth,7,552,13.42,95.8
England_Premier_League,2025-2026,AFC Bournemouth,8,630,13.47,95.1
England_Premier_League,2025-2026,AFC Bournemouth,9,604,13.88,97.0
England_Premier_League,2025-2026,AFC Bournemouth,10,588,15.03,94.4
England_Premier_League,2025-2026,AFC Bournemouth,11,863,16.63,90.4
England_Premier_League,2025-2026,AFC Bournemouth,12,1106,17.24,80.8
England_Premier_League,2025-2026,AFC Bournemouth,13,1146,18.2,78.9
England_Premier_League,2025-2026,AFC Bournemouth,14,1028,20.32,67.3
England_Premier_League,2025-2026,AFC Bournemouth,15,1420,23.37,55.6
England_Premier_League,2025-2026,Manchester City FC,0,1383,18.02,66.3
England_Premier_League,2025-2026,Manchester City FC,1,1379,16.5,82.2
England_Premier_League,2025-2026,Manchester City FC,2,1679,16.58,86.8
England_Premier_League,2025-2026,Manchester City FC,3,1785,15.92,90.8
England_Premier_League,2025-2026,Manchester City FC,4,1518,14.28,90.9
England_Premier_League,2025-2026,Manchester City FC,5,1148,13.64,95.6
England_Premier_League,2025-2026,Manchester City FC,6,881,14.17,97.7
England_Premier_League,2025-2026,Manchester City FC,7,873,12.94,96.1
England_Premier_League,2025-2026,Manchester City FC,8,815,12.19,95.5
England_Premier_League,2025-2026,Manchester City FC,9,904,13.09,96.1
England_Premier_League,2025-2026,Manchester City FC,10,1129,12.97,95.9
England_Premier_League,2025-2026,Manchester City FC,11,1475,14.56,91.7
England_Premier_League,2025-2026,Manchester City FC,12,1813,15.63,90.2
England_Premier_League,2025-2026,Manchester City FC,13,1656,16.49,90.6
England_Premier_League,2025-2026,Manchester City FC,14,1318,16.74,80.0
England_Premier_League,2025-2026,Manchester City FC,15,1323,17.82,66.5
England_Premier_League,2025-2026,Manchester United FC,0,1486,21.67,60.4
England_Premier_League,2025-2026,Manchester United FC,1,1262,18.42,70.8
England_Premier_League,2025-2026,Manchester United FC,2,1283,17.13,81.4
England_Premier_League,2025-2026,Manchester United FC,3,1224,16.52,86.1
England_Premier_League,2025-2026,Manchester United FC,4,1029,14.99,91.4
England_Premier_League,2025-2026,Manchester United FC,5,747,13.63,94.4
England_Premier_League,2025-2026,Manchester United FC,6,656,13.99,95.9
England_Premier_League,2025-2026,Manchester United FC,7,659,13.75,94.5
England_Premier_League,2025-2026,Manchester United FC,8,679,13.75,94.1
England_Premier_League,2025-2026,Manchester United FC,9,706,14.18,95.0
England_Premier_League,2025-2026,Manchester United FC,10,820,14.14,93.7
England_Premier_League,2025-2026,Manchester United FC,11,1045,14.84,89.6
England_Premier_League,2025-2026,Manchester United FC,12,1202,16.33,84.9
England_Premier_League,2025-2026,Manchester United FC,13,1263,17.56,82.3
England_Premier_League,2025-2026,Manchester United FC,14,1132,18.22,76.5
England_Premier_League,2025-2026,Manchester United FC,15,1424,21.11,60.5
England_Premier_League,2025-2026,Nottingham Forest FC,0,1388,23.92,56.8
England_Premier_League,2025-2026,Nottingham Forest FC,1,1221,19.37,73.1
England_Premier_League,2025-2026,Nottingham Forest FC,2,1155,18.03,81.5
England_Premier_League,2025-2026,Nottingham Forest FC,3,1025,17.48,84.8
England_Premier_League,2025-2026,Nottingham Forest FC,4,794,15.39,86.3
England_Premier_League,2025-2026,Nottingham Forest FC,5,637,14.0,93.6
England_Premier_League,2025-2026,Nottingham Forest FC,6,581,14.15,96.7
England_Premier_League,2025-2026,Nottingham Forest FC,7,605,13.39,93.6
England_Premier_League,2025-2026,Nottingham Forest FC,8,665,13.17,95.5
England_Premier_League,2025-2026,Nottingham Forest FC,9,611,13.38,95.9
England_Premier_League,2025-2026,Nottingham Forest FC,10,688,14.18,93.2
England_Premier_League,2025-2026,Nottingham Forest FC,11,809,16.13,87.3
England_Premier_League,2025-2026,Nottingham Forest FC,12,1034,17.25,85.2
England_Premier_League,2025-2026,Nottingham Forest FC,13,1085,18.66,81.5
England_Premier_League,2025-2026,Nottingham Forest FC,14,992,18.13,71.0
England_Premier_League,2025-2026,Nottingham Forest FC,15,1326,22.89,59.0
England_Premier_League,2025-2026,Chelsea FC,0,1403,21.17,63.6
England_Premier_League,2025-2026,Chelsea FC,1,1239,18.49,78.5
England_Premier_League,2025-2026,Chelsea FC,2,1645,17.17,86.8
England_Premier_League,2025-2026,Chelsea FC,3,1663,15.51,90.3
England_Premier_League,2025-2026,Chelsea FC,4,1383,15.21,94.1
England_Premier_League,2025-2026,Chelsea FC,5,1034,15.09,95.8
England_Premier_League,2025-2026,Chelsea FC,6,824,15.23,96.6
England_Premier_League,2025-2026,Chelsea FC,7,658,14.17,95.3
England_Premier_League,2025-2026,Chelsea FC,8,687,13.53,95.1
England_Premier_League,2025-2026,Chelsea FC,9,842,13.86,96.3
England_Premier_League,2025-2026,Chelsea FC,10,1080,14.06,96.0
England_Premier_League,2025-2026,Chelsea FC,11,1398,15.15,94.1
England_Premier_League,2025-2026,Chelsea FC,12,1627,16.13,89.8
England_Premier_League,2025-2026,Chelsea FC,13,1535,17.48,85.8
England_Premier_League,2025-2026,Chelsea FC,14,1207,18.63,76.6
England_Premier_League,2025-2026,Chelsea FC,15,1321,21.6,62.9
England_Premier_League,2025-2026,Tottenham Hotspur FC,0,1500,23.52,56.3
England_Premier_League,2025-2026,Tottenham Hotspur FC,1,1146,20.14,70.7
England_Premier_League,2025-2026,Tottenham Hotspur FC,2,1242,18.61,79.9
England_Premier_League,2025-2026,Tottenham Hotspur FC,3,1094,17.35,81.4
England_Premier_League,2025-2026,Tottenham Hotspur FC,4,848,16.42,88.9
England_Premier_League,2025-2026,Tottenham Hotspur FC,5,613,15.21,94.0
England_Premier_League,2025-2026,Tottenham Hotspur FC,6,572,15.23,96.9
England_Premier_League,2025-2026,Tottenham Hotspur FC,7,512,15.49,94.9
England_Premier_League,2025-2026,Tottenham Hotspur FC,8,552,14.24,93.3
England_Premier_League,2025-2026,Tottenham Hotspur FC,9,620,15.06,96.3
England_Premier_League,2025-2026,Tottenham Hotspur FC,10,727,14.99,94.9
England_Premier_League,2025-2026,Tottenham Hotspur FC,11,975,16.62,91.8
England_Premier_League,2025-2026,Tottenham Hotspur FC,12,1154,17.21,87.3
England_Premier_League,2025-2026,Tottenham Hotspur FC,13,1055,17.51,79.7
England_Premier_League,2025-2026,Tottenham Hotspur FC,14,866,19.47,70.7
England_Premier_League,2025-2026,Tottenham Hotspur FC,15,1252,22.94,54.2
England_Premier_League,2025-2026,Everton FC,0,1382,23.27,54.8
England_Premier_League,2025-2026,Everton FC,1,1060,19.48,69.7
England_Premier_League,2025-2026,Everton FC,2,1129,17.63,81.0
England_Premier_League,2025-2026,Everton FC,3,1040,16.85,84.5
England_Premier_League,2025-2026,Everton FC,4,749,15.47,88.4
England_Premier_League,2025-2026,Everton FC,5,606,15.42,95.2
England_Premier_League,2025-2026,Everton FC,6,500,14.61,92.4
England_Premier_League,2025-2026,Everton FC,7,514,14.71,93.2
England_Premier_League,2025-2026,Everton FC,8,601,14.12,95.0
England_Premier_League,2025-2026,Everton FC,9,572,14.64,95.5
England_Premier_League,2025-2026,Everton FC,10,645,14.64,93.3
England_Premier_League,2025-2026,Everton FC,11,778,16.12,87.3
England_Premier_League,2025-2026,Everton FC,12,974,17.42,80.9
England_Premier_League,2025-2026,Everton FC,13,887,18.67,79.8
England_Premier_League,2025-2026,Everton FC,14,878,21.18,67.8
England_Premier_League,2025-2026,Everton FC,15,1223,23.07,54.5
England_Premier_League,2025-2026,Sunderland AFC,0,1473,23.16,57.8
England_Premier_League,2025-2026,Sunderland AFC,1,952,19.95,69.1
England_Premier_League,2025-2026,Sunderland AFC,2,971,18.44,77.4
England_Premier_League,2025-2026,Sunderland AFC,3,918,17.66,79.7
England_Premier_League,2025-2026,Sunderland AFC,4,770,16.94,88.4
England_Premier_League,2025-2026,Sunderland AFC,5,603,15.27,94.9
England_Premier_League,2025-2026,Sunderland AFC,6,515,15.74,95.3
England_Premier_League,2025-2026,Sunderland AFC,7,525,14.9,93.7
England_Premier_League,2025-2026,Sunderland AFC,8,544,14.54,96.3
England_Premier_League,2025-2026,Sunderland AFC,9,562,15.37,95.4
England_Premier_League,2025-2026,Sunderland AFC,10,615,15.38,94.1
England_Premier_League,2025-2026,Sunderland AFC,11,669,16.6,89.7
England_Premier_League,2025-2026,Sunderland AFC,12,905,17.63,87.8
England_Premier_League,2025-2026,Sunderland AFC,13,966,19.0,79.5
England_Premier_League,2025-2026,Sunderland AFC,14,992,19.88,70.0
England_Premier_League,2025-2026,Sunderland AFC,15,1279,23.48,54.4
England_Premier_League,2025-2026,West Ham United FC,0,1379,21.94,52.7
England_Premier_League,2025-2026,West Ham United FC,1,886,17.78,70.1
England_Premier_League,2025-2026,West Ham United FC,2,1059,17.29,79.0
England_Premier_League,2025-2026,West Ham United FC,3,1032,17.89,83.8
England_Premier_League,2025-2026,West Ham United FC,4,731,15.79,86.2
England_Premier_League,2025-2026,West Ham United FC,5,553,14.14,94.4
England_Premier_League,2025-2026,West Ham United FC,6,498,14.28,95.6
England_Premier_League,2025-2026,West Ham United FC,7,478,13.69,94.1
England_Premier_League,2025-2026,West Ham United FC,8,525,14.33,94.5
England_Premier_League,2025-2026,West Ham United FC,9,534,14.39,95.9
England_Premier_League,2025-2026,West Ham United FC,10,583,14.47,94.7
England_Premier_League,2025-2026,West Ham United FC,11,695,15.96,92.1
England_Premier_League,2025-2026,West Ham United FC,12,951,16.81,87.7
England_Premier_League,2025-2026,West Ham United FC,13,943,17.72,82.9
England_Premier_League,2025-2026,West Ham United FC,14,985,20.39,65.7
England_Premier_League,2025-2026,West Ham United FC,15,1247,23.77,53.4
England_Premier_League,2025-2026,Newcastle United FC,0,1415,20.13,63.4
England_Premier_League,2025-2026,Newcastle United FC,1,1265,18.09,74.5
England_Premier_League,2025-2026,Newcastle United FC,2,1461,17.26,82.4
England_Premier_League,2025-2026,Newcastle United FC,3,1303,18.03,81.3
England_Premier_League,2025-2026,Newcastle United FC,4,990,16.07,88.7
England_Premier_League,2025-2026,Newcastle United FC,5,691,15.08,95.2
England_Premier_League,2025-2026,Newcastle United FC,6,574,14.18,96.0
England_Premier_League,2025-2026,Newcastle United FC,7,532,14.38,96.8
England_Premier_League,2025-2026,Newcastle United FC,8,597,13.73,95.6
England_Premier_League,2025-2026,Newcastle United FC,9,604,13.9,93.9
England_Premier_League,2025-2026,Newcastle United FC,10,712,14.15,94.7
England_Premier_League,2025-2026,Newcastle United FC,11,912,16.56,89.1
England_Premier_League,2025-2026,Newcastle United FC,12,1296,18.16,85.0
England_Premier_League,2025-2026,Newcastle United FC,13,1344,17.93,83.6
England_Premier_League,2025-2026,Newcastle United FC,14,1155,18.25,76.1
England_Premier_League,2025-2026,Newcastle United FC,15,1340,20.71,61.2
Spain_Primera_Division,2025-2026,Getafe CF,0,1286,25.54,45.5
Spain_Primera_Division,2025-2026,Getafe CF,1,820,21.93,60.7
Spain_Primera_Division,2025-2026,Getafe CF,2,729,19.08,69.7
Spain_Primera_Division,2025-2026,Getafe CF,3,675,18.26,72.7
Spain_Primera_Division,2025-2026,Getafe CF,4,487,15.47,81.1
Spain_Primera_Division,2025-2026,Getafe CF,5,359,13.28,90.8
Spain_Primera_Division,2025-2026,Getafe CF,6,345,14.78,92.2
Spain_Primera_Division,2025-2026,Getafe CF,7,354,13.66,91.0
Spain_Primera_Division,2025-2026,Getafe CF,8,406,13.51,88.2
Spain_Primera_Division,2025-2026,Getafe CF,9,330,15.99,93.0
Spain_Primera_Division,2025-2026,Getafe CF,10,370,15.38,89.7
Spain_Primera_Division,2025-2026,Getafe CF,11,488,16.47,82.6
Spain_Primera_Division,2025-2026,Getafe CF,12,720,19.29,74.6
Spain_Primera_Division,2025-2026,Getafe CF,13,722,18.8,66.1
Spain_Primera_Division,2025-2026,Getafe CF,14,735,19.76,57.1
Spain_Primera_Division,2025-2026,Getafe CF,15,1233,24.55,45.6
Spain_Primera_Division,2025-2026,Athletic Club,0,1398,22.15,56.7
Spain_Primera_Division,2025-2026,Athletic Club,1,1167,19.69,71.1
Spain_Primera_Division,2025-2026,Athletic Club,2,1323,18.72,78.8
Spain_Primera_Division,2025-2026,Athletic Club,3,1162,18.15,81.1
Spain_Primera_Division,2025-2026,Athletic Club,4,919,16.28,87.4
Spain_Primera_Division,2025-2026,Athletic Club,5,625,14.24,92.6
Spain_Primera_Division,2025-2026,Athletic Club,6,507,15.08,95.5
Spain_Primera_Division,2025-2026,Athletic Club,7,424,14.59,95.0
Spain_Primera_Division,2025-2026,Athletic Club,8,576,14.14,94.6
Spain_Primera_Division,2025-2026,Athletic Club,9,598,14.58,95.3
Spain_Primera_Division,2025-2026,Athletic Club,10,670,14.28,91.8
Spain_Primera_Division,2025-2026,Athletic Club,11,848,16.33,85.7
Spain_Primera_Division,2025-2026,Athletic Club,12,1168,18.13,83.5
Spain_Primera_Division,2025-2026,Athletic Club,13,1157,18.89,78.8
Spain_Primera_Division,2025-2026,Athletic Club,14,1098,20.32,68.9
Spain_Primera_Division,2025-2026,Athletic Club,15,1226,22.31,57.4
Spain_Primera_Division,2025-2026,Real Betis Balompié,0,1502,19.87,64.2
Spain_Primera_Division,2025-2026,Real Betis Balompié,1,1174,18.42,74.8
Spain_Primera_Division,2025-2026,Real Betis Balompié,2,1327,17.36,84.6
Spain_Primera_Division,2025-2026,Real Betis Balompié,3,1368,17.55,86.0
Spain_Primera_Division,2025-2026,Real Betis Balompié,4,1017,15.24,91.6
Spain_Primera_Division,2025-2026,Real Betis Balompié,5,793,14.38,93.7
Spain_Primera_Division,2025-2026,Real Betis Balompié,6,587,13.6,95.9
Spain_Primera_Division,2025-2026,Real Betis Balompié,7,566,11.53,96.3
Spain_Primera_Division,2025-2026,Real Betis Balompié,8,620,11.36,95.3
Spain_Primera_Division,2025-2026,Real Betis Balompié,9,642,13.4,95.0
Spain_Primera_Division,2025-2026,Real Betis Balompié,10,787,13.63,93.8
Spain_Primera_Division,2025-2026,Real Betis Balompié,11,1055,15.63,90.3
Spain_Primera_Division,2025-2026,Real Betis Balompié,12,1423,17.51,88.0
Spain_Primera_Division,2025-2026,Real Betis Balompié,13,1265,17.03,84.6
Spain_Primera_Division,2025-2026,Real Betis Balompié,14,1053,16.94,76.9
Spain_Primera_Division,2025-2026,Real Betis Balompié,15,1367,19.49,64.7
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,0,1468,20.39,64.5
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,1,1206,17.53,77.6
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,2,1443,17.43,83.7
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,3,1513,17.77,87.0
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,4,1284,15.87,89.2
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,5,874,14.83,94.5
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,6,729,15.27,96.4
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,7,654,12.95,93.7
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,8,650,13.26,93.4
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,9,745,15.21,96.4
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,10,828,14.49,94.4
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,11,1154,15.94,89.8
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,12,1568,17.41,88.5
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,13,1528,17.72,85.7
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,14,1219,18.19,76.6
Spain_Primera_Division,2025-2026,Club Atlético de Madrid,15,1357,20.81,65.7
Spain_Primera_Division,2025-2026,Elche CF,0,1554,21.3,63.6
Spain_Primera_Division,2025-2026,Elche CF,1,1305,18.2,79.2
Spain_Primera_Division,2025-2026,Elche CF,2,1414,17.39,84.5
Spain_Primera_Division,2025-2026,Elche CF,3,1275,16.39,85.8
Spain_Primera_Division,2025-2026,Elche CF,4,1018,13.8,90.2
Spain_Primera_Division,2025-2026,Elche CF,5,963,13.86,95.5
Spain_Primera_Division,2025-2026,Elche CF,6,839,14.63,96.7
Spain_Primera_Division,2025-2026,Elche CF,7,748,13.64,95.2
Spain_Primera_Division,2025-2026,Elche CF,8,786,13.41,96.2
Spain_Primera_Division,2025-2026,Elche CF,9,800,13.92,97.0
Spain_Primera_Division,2025-2026,Elche CF,10,930,13.79,96.9
Spain_Primera_Division,2025-2026,Elche CF,11,925,14.42,90.9
Spain_Primera_Division,2025-2026,Elche CF,12,1347,15.45,86.6
Spain_Primera_Division,2025-2026,Elche CF,13,1356,17.35,86.9
Spain_Primera_Division,2025-2026,Elche CF,14,1216,18.85,77.1
Spain_Primera_Division,2025-2026,Elche CF,15,1405,21.44,64.6
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,0,1341,25.71,54.4
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,1,965,19.73,67.4
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,2,951,18.75,76.9
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,3,880,17.59,81.8
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,4,697,15.62,85.5
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,5,570,14.33,94.2
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,6,464,14.76,94.0
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,7,448,13.95,95.3
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,8,433,14.17,95.6
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,9,420,14.82,93.1
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,10,515,14.28,91.8
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,11,754,15.56,89.7
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,12,974,16.75,82.1
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,13,978,18.36,76.9
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,14,925,19.51,68.4
Spain_Primera_Division,2025-2026,Reial Club Deportiu Espanyol de Barcelona,15,1232,25.47,56.1
Spain_Primera_Division,2025-2026,Real Oviedo,0,1366,23.78,57.8
Spain_Primera_Division,2025-2026,Real Oviedo,1,1016,21.16,72.3
Spain_Primera_Division,2025-2026,Real Oviedo,2,1021,19.3,81.9
Spain_Primera_Division,2025-2026,Real Oviedo,3,1032,18.49,83.9
Spain_Primera_Division,2025-2026,Real Oviedo,4,788,16.83,87.8
Spain_Primera_Division,2025-2026,Real Oviedo,5,691,15.11,93.9
Spain_Primera_Division,2025-2026,Real Oviedo,6,537,15.97,95.2
Spain_Primera_Division,2025-2026,Real Oviedo,7,482,14.28,95.4
Spain_Primera_Division,2025-2026,Real Oviedo,8,556,13.98,92.8
Spain_Primera_Division,2025-2026,Real Oviedo,9,585,15.72,96.6
Spain_Primera_Division,2025-2026,Real Oviedo,10,713,15.39,94.1
Spain_Primera_Division,2025-2026,Real Oviedo,11,849,17.61,88.6
Spain_Primera_Division,2025-2026,Real Oviedo,12,1055,18.26,83.9
Spain_Primera_Division,2025-2026,Real Oviedo,13,975,18.76,79.9
Spain_Primera_Division,2025-2026,Real Oviedo,14,905,18.76,70.6
Spain_Primera_Division,2025-2026,Real Oviedo,15,1183,23.01,56.3
Spain_Primera_Division,2025-2026,Girona FC,0,1365,19.91,64.3
Spain_Primera_Division,2025-2026,Girona FC,1,1175,17.94,76.3
Spain_Primera_Division,2025-2026,Girona FC,2,1266,18.07,84.4
Spain_Primera_Division,2025-2026,Girona FC,3,1272,18.07,86.9
Spain_Primera_Division,2025-2026,Girona FC,4,1071,16.15,90.0
Spain_Primera_Division,2025-2026,Girona FC,5,855,15.25,94.6
Spain_Primera_Division,2025-2026,Girona FC,6,715,14.93,97.3
